player_name,draft_year,round,pick,team,pos_group,apy_m,av_y1_4,roi,surplus,era
Mario Williams,2006,1,1,HOU,EDGE,9.0,38.0,4.222222222222222,4.0,2006–2015
Kamerion Wimbley,2006,1,13,CLE,EDGE,2.091875,27.0,12.907080968031073,2.3999999999999986,2006–2015
Tamba Hali,2006,1,20,KAN,EDGE,1.9,31.0,16.315789473684212,12.427083333333336,2006–2015
Manny Lawson,2006,1,22,SFO,EDGE,1.7075,20.0,11.71303074670571,1.4270833333333357,2006–2015
Mathias Kiwanuka,2006,1,32,NYG,EDGE,1.3952,21.0,15.051605504587156,2.427083333333336,2006–2015
Darryl Tapp,2006,2,63,SEA,EDGE,,22.0,,10.2,2006–2015
Chris Gocong,2006,3,71,PHI,EDGE,,17.0,,5.199999999999999,2006–2015
Frostee Rucker,2006,3,91,CIN,EDGE,0.5575,6.0,10.762331838565023,-0.0999999999999996,2006–2015
Jason Hatcher,2006,3,92,DAL,EDGE,0.555625,6.0,10.798650168728908,-0.0999999999999996,2006–2015
Gaines Adams,2007,1,4,TAM,EDGE,,18.0,,-6.600000000000001,2006–2015
Jamaal Anderson,2007,1,8,ATL,EDGE,,20.0,,-4.600000000000001,2006–2015
Adam Carriker,2007,1,13,STL,EDGE,2.569,17.0,6.617360840794084,-7.600000000000001,2006–2015
Jarvis Moss,2007,1,17,DEN,EDGE,,2.0,,-16.572916666666664,2006–2015
Anthony Spencer,2007,1,26,DAL,EDGE,1.8,19.0,10.555555555555555,0.4270833333333357,2006–2015
LaMarr Woodley,2007,2,46,PIT,EDGE,0.8825,37.0,41.92634560906516,21.933333333333334,2006–2015
Tim Crowder,2007,2,56,DEN,EDGE,,10.0,,-1.8000000000000007,2006–2015
Victor Abiamiri,2007,2,57,PHI,EDGE,,5.0,,-6.800000000000001,2006–2015
Ikaika Alama-Francis,2007,2,58,DET,EDGE,,2.0,,-9.8,2006–2015
Quentin Moses,2007,3,65,OAK,EDGE,,5.0,,-6.800000000000001,2006–2015
Charles Johnson,2007,3,83,CAR,EDGE,0.59375,14.0,23.57894736842105,3.533333333333333,2006–2015
Ray McDonald,2007,3,97,SFO,EDGE,0.564375,10.0,17.718715393133998,3.9,2006–2015
Chris Long,2008,1,2,STL,EDGE,9.6,25.0,2.604166666666667,0.0,2006–2015
Vernon Gholston,2008,1,6,NYJ,EDGE,6.5,6.0,0.9230769230769232,-18.6,2006–2015
Derrick Harvey,2008,1,8,JAX,EDGE,,15.0,,-9.6,2006–2015
Lawrence Jackson,2008,1,28,SEA,EDGE,,15.0,,-3.5729166666666643,2006–2015
Phillip Merling,2008,2,32,MIA,EDGE,,6.0,,-12.572916666666664,2006–2015
Calais Campbell,2008,2,50,ARI,EDGE,0.869875,24.0,27.59017100158069,8.933333333333334,2006–2015
Quentin Groves,2008,2,52,JAX,EDGE,,12.0,,0.1999999999999993,2006–2015
Jason Jones,2008,2,54,TEN,EDGE,0.8025,16.0,19.937694704049843,4.199999999999999,2006–2015
Kendall Langford,2008,3,66,MIA,EDGE,0.643141,25.0,38.87172486282169,13.2,2006–2015
Chris Ellis,2008,3,72,BUF,EDGE,,2.0,,-8.466666666666667,2006–2015
Tyson Jackson,2009,1,3,KAN,EDGE,9.8,21.0,2.142857142857143,-3.6000000000000014,2006–2015
Aaron Maybin,2009,1,11,BUF,EDGE,,5.0,,-19.6,2006–2015
Robert Ayers,2009,1,18,DEN,EDGE,2.6,13.0,5.0,-5.572916666666664,2006–2015
Evander Hood,2009,1,32,PIT,EDGE,,25.0,,6.427083333333336,2006–2015
Everette Brown,2009,2,43,CAR,EDGE,,5.0,,-10.066666666666666,2006–2015
Connor Barwin,2009,2,46,HOU,EDGE,1.0025,18.0,17.955112219451372,2.9333333333333336,2006–2015
Paul Kruger,2009,2,57,BAL,EDGE,0.8125,9.0,11.076923076923077,-2.8000000000000007,2006–2015
Alex Magee,2009,3,67,KAN,EDGE,,2.0,,-9.8,2006–2015
Michael Johnson,2009,3,70,CIN,EDGE,0.653255,26.0,39.800690388898666,14.2,2006–2015
Matt Shaughnessy,2009,3,71,OAK,EDGE,0.650563,14.0,21.51982206181416,2.1999999999999997,2006–2015
Brandon Graham,2010,1,13,PHI,EDGE,3.3726,8.0,2.3720571665777146,-16.6,2006–2015
Jason Pierre-Paul,2010,1,15,NYG,EDGE,3.0968,31.0,10.01033324722294,6.399999999999999,2006–2015
Derrick Morgan,2010,1,16,TEN,EDGE,3.000002,18.0,5.999996000002667,-4.333333333333332,2006–2015
Jared Odrick,2010,1,28,MIA,EDGE,1.984388,16.0,8.062939304208653,-2.5729166666666643,2006–2015
Jerry Hughes,2010,1,31,IND,EDGE,1.941,9.0,4.636785162287481,-9.572916666666664,2006–2015
Lamarr Houston,2010,2,44,OAK,EDGE,1.0825,27.0,24.94226327944573,11.933333333333334,2006–2015
Jason Worilds,2010,2,52,PIT,EDGE,0.91875,16.0,17.41496598639456,4.199999999999999,2006–2015
Carlos Dunlap,2010,2,54,CIN,EDGE,0.89245,19.0,21.289708106896747,7.199999999999999,2006–2015
Mike Neal,2010,2,56,GNB,EDGE,0.861625,7.0,8.12418395473669,-4.800000000000001,2006–2015
Alex Carrington,2010,3,72,BUF,EDGE,,6.0,,-4.466666666666667,2006–2015
Daniel Te'o-Nesheim,2010,3,86,PHI,EDGE,,12.0,,1.5333333333333332,2006–2015
Aldon Smith,2011,1,7,SFO,EDGE,3.596,26.0,7.230255839822024,1.3999999999999986,2006–2015
J.J. Watt,2011,1,11,HOU,EDGE,2.809375,69.0,24.56062291434928,44.4,2006–2015
Robert Quinn,2011,1,14,STL,EDGE,3.281011,37.0,11.27701187225523,12.4,2006–2015
Ryan Kerrigan,2011,1,16,WAS,EDGE,3.151659,31.0,9.83608950079942,8.666666666666668,2006–2015
Adrian Clayborn,2011,1,20,TAM,EDGE,2.052542,13.0,6.333609738558335,-5.572916666666664,2006–2015
Cameron Jordan,2011,1,24,NOR,EDGE,2.94008,34.0,11.564311175206116,15.427083333333336,2006–2015
Cameron Heyward,2011,1,31,PIT,EDGE,2.734806,18.0,6.581819697631204,-0.5729166666666643,2006–2015
Jabaal Sheard,2011,2,37,CLE,EDGE,1.272563,25.0,19.64539280177092,6.427083333333336,2006–2015
Da'Quan Bowers,2011,2,51,TAM,EDGE,0.963909,7.0,7.262096318220911,-4.800000000000001,2006–2015
Allen Bailey,2011,3,86,KAN,EDGE,0.667736,13.0,19.468772089568333,2.533333333333333,2006–2015
Bruce Irvin,2012,1,15,SEA,EDGE,2.33555,23.0,9.847787459056754,-1.6000000000000014,2006–2015
Quinton Coples,2012,1,16,NYJ,EDGE,2.2007,18.0,8.179215704094153,-4.333333333333332,2006–2015
Melvin Ingram,2012,1,18,SDG,EDGE,3.22985,15.0,4.644178522222394,-3.5729166666666643,2006–2015
Shea McClellin,2012,1,19,CHI,EDGE,2.06585,14.0,6.776871505675629,-4.572916666666664,2006–2015
Chandler Jones,2012,1,21,NWE,EDGE,3.1945,32.0,10.017217091876663,13.427083333333336,2006–2015
Whitney Mercilus,2012,1,26,HOU,EDGE,1.908524,24.0,12.575162795961695,5.427083333333336,2006–2015
Nick Perry,2012,1,28,GNB,EDGE,1.874813,10.0,5.333865297499004,-8.572916666666664,2006–2015
Vinny Curry,2012,2,59,PHI,EDGE,0.845458,6.0,7.096745196094897,-5.800000000000001,2006–2015
Tyrone Crawford,2012,3,81,DAL,EDGE,0.685063,14.0,20.43607668199859,3.533333333333333,2006–2015
Akiem Hicks,2012,3,89,NOR,EDGE,0.6701,18.0,26.86166243844202,7.533333333333333,2006–2015
Jake Bequette,2012,3,90,NWE,EDGE,0.6637,0.0,0.0,-6.1,2006–2015
Dion Jordan,2013,1,3,MIA,EDGE,5.143075,3.0,0.5833086237319114,-21.6,2006–2015
Ezekiel Ansah,2013,1,5,DET,EDGE,6.2657,32.0,5.107170786983098,7.399999999999999,2006–2015
Bjoern Werner,2013,1,24,IND,EDGE,1.9741,10.0,5.065599513702447,-8.572916666666664,2006–2015
Datone Jones,2013,1,26,GNB,EDGE,1.92915,10.0,5.183630096156339,-8.572916666666664,2006–2015
Tank Carradine,2013,2,40,SFO,EDGE,1.23692,4.0,3.233838890146493,-11.066666666666666,2006–2015
Margus Hunt,2013,2,53,CIN,EDGE,0.917775,4.0,4.3583667020783965,-7.800000000000001,2006–2015
Damontre Moore,2013,3,81,NYG,EDGE,0.700063,4.0,5.713771474852978,-6.466666666666667,2006–2015
Corey Lemonier,2013,3,88,SFO,EDGE,0.68338,4.0,5.853258801837924,-6.466666666666667,2006–2015
Jadeveon Clowney,2014,1,1,HOU,EDGE,7.1158,30.0,4.215970094718795,-4.0,2006–2015
DeMarcus Lawrence,2014,2,34,DAL,EDGE,1.376662,24.0,17.433473140102652,5.427083333333336,2006–2015
Stephon Tuitt,2014,2,46,PIT,EDGE,1.152361,24.0,20.826806877358745,8.933333333333334,2006–2015
Kony Ealy,2014,2,60,CAR,EDGE,0.886708,13.0,14.66097069159182,1.1999999999999993,2006–2015
Scott Crichton,2014,3,72,MIN,EDGE,0.755125,2.0,2.648568117861281,-8.466666666666667,2006–2015
Kareem Martin,2014,3,84,ARI,EDGE,0.71089,10.0,14.066873918609067,-0.4666666666666668,2006–2015
Will Clarke,2014,3,88,CIN,EDGE,0.705095,6.0,8.50949162878761,-4.466666666666667,2006–2015
Dante Fowler,2015,1,3,JAX,EDGE,,9.0,,-15.6,2006–2015
Leonard Williams,2015,1,6,NYJ,EDGE,6.007574,34.0,5.659522462811111,9.4,2006–2015
Vic Beasley,2015,1,8,ATL,EDGE,3.623807,27.0,7.450727922320367,2.3999999999999986,2006–2015
Bud Dupree,2015,1,22,PIT,EDGE,3.690598,20.0,5.419175970940211,1.4270833333333357,2006–2015
Shane Ray,2015,1,23,DEN,EDGE,2.279723,12.0,5.263797399947274,-6.572916666666664,2006–2015
Shaq Thompson,2015,1,25,CAR,EDGE,2.202181,22.0,9.990096181921468,3.427083333333336,2006–2015
Preston Smith,2015,2,38,WAS,EDGE,1.444842,26.0,17.995047209314237,7.427083333333336,2006–2015
Hau'oli Kikaha,2015,2,44,NOR,EDGE,1.316578,5.0,3.797724099901411,-10.066666666666666,2006–2015
Nate Orchard,2015,2,51,CLE,EDGE,1.116576,7.0,6.269165735247757,-4.800000000000001,2006–2015
Markus Golden,2015,2,58,ARI,EDGE,0.979583,14.0,14.291795590572724,2.1999999999999997,2006–2015
Randy Gregory,2015,2,60,DAL,EDGE,0.953734,5.0,5.242551906506426,-6.800000000000001,2006–2015
Frank Clark,2015,2,63,SEA,EDGE,0.933057,23.0,24.650155349566,11.2,2006–2015
Owamagbe Odighizuwa,2015,3,74,NYG,EDGE,0.790125,1.0,1.2656225280809998,-9.466666666666669,2006–2015
Eli Harold,2015,3,79,SFO,EDGE,0.767843,12.0,15.6281948262861,1.5333333333333332,2006–2015
Lorenzo Mauldin,2015,3,82,NYJ,EDGE,0.752004,4.0,5.319120642975303,-6.466666666666667,2006–2015
Jordan Hicks,2015,3,84,PHI,EDGE,0.748183,23.0,30.74114220718728,12.533333333333331,2006–2015
Danielle Hunter,2015,3,88,MIN,EDGE,0.742431,33.0,44.44857501909269,22.53333333333333,2006–2015
Henry Anderson,2015,3,93,IND,EDGE,0.734294,12.0,16.34222804489755,5.9,2006–2015
Geneo Grissom,2015,3,97,NWE,EDGE,0.722987,3.0,4.149452203151647,-3.1,2006–2015
Joey Bosa,2016,1,3,SDG,EDGE,6.468418,34.0,5.2563084203896535,11.166666666666668,2016–2024
DeForest Buckner,2016,1,7,SFO,EDGE,4.547748,40.0,8.795562111181182,17.166666666666668,2016–2024
Leonard Floyd,2016,1,9,CHI,EDGE,3.945748,27.0,6.842809018720912,4.166666666666668,2016–2024
Shaq Lawson,2016,1,19,BUF,EDGE,2.569744,12.0,4.669725855960749,-5.0,2016–2024
Darron Lee,2016,1,20,NYJ,EDGE,2.555411,20.0,7.826529665873709,3.75,2016–2024
Emmanuel Ogbah,2016,2,32,CLE,EDGE,1.65241,20.0,12.1035336266423,6.800000000000001,2016–2024
Kevin Dodd,2016,2,33,TEN,EDGE,1.638076,2.0,1.2209445715583402,-11.2,2016–2024
Jaylon Smith,2016,2,34,DAL,EDGE,1.623743,25.0,15.39652518902314,11.8,2016–2024
Myles Jack,2016,2,36,JAX,EDGE,1.58361,29.0,18.31258958960856,15.8,2016–2024
Noah Spence,2016,2,39,TAM,EDGE,1.509078,5.0,3.313281354575443,-5.0,2016–2024
Kamalei Correa,2016,2,42,BAL,EDGE,1.43741,10.0,6.956957305153018,0.0,2016–2024
Jihad Ward,2016,2,44,OAK,EDGE,1.38495,9.0,6.498429546193004,-0.5999999999999996,2016–2024
Deion Jones,2016,2,52,ATL,EDGE,1.13641,29.0,25.51895882647988,19.4,2016–2024
Su'a Cravens,2016,2,53,WAS,EDGE,1.107743,5.0,4.513682325232478,-4.6,2016–2024
Carl Nassib,2016,3,65,CLE,EDGE,0.899716,16.0,17.78338942510748,6.4,2016–2024
Yannick Ngakoue,2016,3,69,JAX,EDGE,0.870147,35.0,40.22308874247685,25.4,2016–2024
Bronson Kaufusi,2016,3,70,BAL,EDGE,0.863764,2.0,2.315447274950102,-7.6,2016–2024
Shilique Calhoun,2016,3,75,OAK,EDGE,0.824658,4.0,4.850495599387868,-3.166666666666667,2016–2024
Jordan Jenkins,2016,3,83,NYJ,EDGE,0.78098,25.0,32.01106302338088,18.07142857142857,2016–2024
Kyler Fackrell,2016,3,88,GNB,EDGE,0.783957,10.0,12.755801657488869,3.071428571428571,2016–2024
Myles Garrett,2017,1,1,CLE,EDGE,7.603064,39.0,5.129510944534993,0.0,2016–2024
Solomon Thomas,2017,1,3,SFO,EDGE,7.038596,15.0,2.131106828691404,-7.833333333333332,2016–2024
Derek Barnett,2017,1,14,PHI,EDGE,3.212747,19.0,5.9139421809435975,1.0,2016–2024
Jonathan Allen,2017,1,17,WAS,EDGE,2.89915,28.0,9.65800320783678,10.0,2016–2024
Charles Harris,2017,1,22,MIA,EDGE,2.710994,7.0,2.582078750450941,-9.25,2016–2024
Takkarist McKinley,2017,1,26,ATL,EDGE,2.554198,14.0,5.481172563755825,-2.25,2016–2024
Taco Charlton,2017,1,28,DAL,EDGE,2.50716,9.0,3.589719044656105,-7.25,2016–2024
T.J. Watt,2017,1,30,PIT,EDGE,2.314703,51.0,22.03306428513723,34.75,2016–2024
Tyus Bowser,2017,2,47,BAL,EDGE,1.393877,10.0,7.174234168438105,0.4000000000000003,2016–2024
Ryan Anderson,2017,2,49,WAS,EDGE,1.331181,5.0,3.756063225061055,-4.6,2016–2024
DeMarcus Walker,2017,2,51,DEN,EDGE,1.268463,7.0,5.518489699738976,-2.6,2016–2024
Tanoh Kpassagnon,2017,2,59,KAN,EDGE,1.080305,17.0,15.736296693989196,7.4,2016–2024
Dawuane Smoot,2017,3,68,JAX,EDGE,0.961566,10.0,10.39970215253035,0.4000000000000003,2016–2024
Jordan Willis,2017,3,73,CIN,EDGE,0.90435,6.0,6.634599436059048,-3.6,2016–2024
Chris Wormley,2017,3,74,BAL,EDGE,0.889911,11.0,12.360786640461798,1.4000000000000004,2016–2024
Daeshon Hall,2017,3,77,CAR,EDGE,0.854188,1.0,1.1707024683090843,-6.166666666666667,2016–2024
Tim Williams,2017,3,78,BAL,EDGE,0.849295,2.0,2.354894353552064,-4.928571428571429,2016–2024
Tarell Basham,2017,3,80,IND,EDGE,0.808878,10.0,12.362803784996007,3.071428571428571,2016–2024
Derek Rivers,2017,3,83,NWE,EDGE,0.826224,2.0,2.4206510583086427,-4.928571428571429,2016–2024
Trey Hendrickson,2017,3,103,NOR,EDGE,0.793947,15.0,18.89294877365869,10.6,2016–2024
Bradley Chubb,2018,1,5,DEN,EDGE,6.81781,20.0,2.933493306501648,-2.833333333333332,2016–2024
Marcus Davenport,2018,1,14,NOR,EDGE,3.435475,9.0,2.6197250744074694,-9.0,2016–2024
Leighton Vander Esch,2018,1,19,DAL,EDGE,2.961946,22.0,7.427549320615568,5.0,2016–2024
Harold Landry,2018,2,41,TEN,EDGE,1.683423,21.0,12.474583037061986,11.0,2016–2024
Breeland Speaks,2018,2,46,KAN,EDGE,1.525129,3.0,1.967046721949422,-6.6,2016–2024
Uchenna Nwosu,2018,2,48,LAC,EDGE,1.439895,10.0,6.94495084711038,0.4000000000000003,2016–2024
Kemoko Turay,2018,2,52,IND,EDGE,1.304601,4.0,3.066071542180329,-5.6,2016–2024
Tyquan Lewis,2018,2,64,IND,EDGE,1.091514,7.0,6.413110596840718,-2.6,2016–2024
Lorenzo Carter,2018,3,66,NYG,EDGE,1.020871,10.0,9.795556931287106,0.4000000000000003,2016–2024
Chad Thomas,2018,3,67,CLE,EDGE,1.020574,5.0,4.899203781401447,-4.6,2016–2024
Fred Warner,2018,3,70,SFO,EDGE,0.994831,36.0,36.18705086592597,26.4,2016–2024
Jerome Baker,2018,3,73,MIA,EDGE,0.9523,19.0,19.951695894151,9.4,2016–2024
Sam Hubbard,2018,3,77,CIN,EDGE,0.9048,19.0,20.99911582670203,11.833333333333332,2016–2024
Malik Jefferson,2018,3,78,CIN,EDGE,0.898432,2.0,2.226100584128793,-4.928571428571429,2016–2024
Arden Key,2018,3,87,OAK,EDGE,0.826376,5.0,6.050514535756121,-1.9285714285714288,2016–2024
Dorian O'Daniel,2018,3,100,KAN,EDGE,0.830785,4.0,4.8147234242313,-0.4000000000000003,2016–2024
Nick Bosa,2019,1,2,SFO,EDGE,8.387967,12.0,1.4306207928571966,-10.833333333333332,2016–2024
Clelin Ferrell,2019,1,4,OAK,EDGE,7.840204,12.0,1.5305724187788992,-10.833333333333332,2016–2024
Brian Burns,2019,1,16,CAR,EDGE,3.385046,12.0,3.545003524324337,-6.0,2016–2024
Montez Sweat,2019,1,26,WAS,EDGE,2.910315,17.0,5.841292093811151,0.75,2016–2024
L.J. Collier,2019,1,29,SEA,EDGE,2.70902,8.0,2.953097430066961,-8.25,2016–2024
Zach Allen,2019,3,65,ARI,EDGE,1.073441,5.0,4.657917854823879,-4.6,2016–2024
Chase Winovich,2019,3,77,NWE,EDGE,0.956828,11.0,11.496319087652116,3.833333333333333,2016–2024
Jaylon Ferguson,2019,3,85,BAL,EDGE,0.913702,8.0,8.755589896924818,1.0714285714285712,2016–2024
Oshane Ximines,2019,3,95,NYG,EDGE,0.885695,2.0,2.2581136847334577,-2.4000000000000004,2016–2024
Chase Young,2020,1,2,WAS,EDGE,8.6409,15.0,1.7359302850397529,-7.833333333333332,2016–2024
K'Lavon Chaisson,2020,1,20,JAX,EDGE,3.336153,3.0,0.8992393334478365,-13.25,2016–2024
Yetur Gross-Matos,2020,2,38,CAR,EDGE,2.049707,4.0,1.9514984336785688,-6.0,2016–2024
Marlon Davidson,2020,2,47,ATL,EDGE,1.728094,0.0,0.0,-9.6,2016–2024
Darrell Taylor,2020,2,48,SEA,EDGE,1.691128,0.0,0.0,-9.6,2016–2024
A.J. Epenesa,2020,2,54,BUF,EDGE,1.469326,2.0,1.361168317990698,-7.6,2016–2024
Julian Okwara,2020,3,67,DET,EDGE,1.232835,0.0,0.0,-9.6,2016–2024
Jabari Zuniga,2020,3,79,NYJ,EDGE,1.166594,0.0,0.0,-6.928571428571429,2016–2024
Jonathan Greenard,2020,3,90,HOU,EDGE,1.118889,1.0,0.8937437046927801,-3.4000000000000004,2016–2024
Payton Turner,2021,1,28,NOR,EDGE,3.131184,0.0,0.0,-16.25,2016–2024
Odafe Oweh,2021,1,31,BAL,EDGE,2.835597,0.0,0.0,-13.2,2016–2024
Joe Tryon-Shoyinka,2021,1,32,TAM,EDGE,2.792811,0.0,0.0,-13.2,2016–2024
Azeez Ojulari,2021,2,50,NYG,EDGE,1.693729,0.0,0.0,-9.6,2016–2024
Malcolm Koonce,2021,3,79,LVR,EDGE,1.24949,0.0,0.0,-6.928571428571429,2016–2024
Ronnie Perkins,2021,3,96,NWE,EDGE,1.184498,0.0,0.0,-4.4,2016–2024
Haloti Ngata,2006,1,12,BAL,IDL,2.38,43.0,18.067226890756302,13.26190476190476,2006–2015
Brodrick Bunkley,2006,1,14,PHI,IDL,2.102333,24.0,11.415888919595517,-2.666666666666668,2006–2015
John McCargo,2006,1,26,BUF,IDL,,4.0,,-13.318181818181817,2006–2015
Claude Wroten,2006,3,68,STL,IDL,,2.0,,-9.27777777777778,2006–2015
Dusty Dvoracek,2006,3,73,CHI,IDL,,6.0,,-5.277777777777779,2006–2015
Amobi Okoye,2007,1,10,HOU,IDL,,23.0,,-6.738095238095241,2006–2015
Justin Harrell,2007,1,16,GNB,IDL,,2.0,,-15.318181818181817,2006–2015
Alan Branch,2007,2,33,ARI,IDL,1.12625,6.0,5.327413984461709,-9.583333333333334,2006–2015
Turk McBride,2007,2,54,KAN,IDL,,12.0,,0.2777777777777785,2006–2015
Jay Alford,2007,3,81,NYG,IDL,,4.0,,-7.277777777777779,2006–2015
Tank Tyler,2007,3,82,KAN,IDL,,11.0,,-0.2777777777777785,2006–2015
Brandon Mebane,2007,3,85,SEA,IDL,0.5865,25.0,42.62574595055413,13.72222222222222,2006–2015
Mario Henderson,2007,3,91,OAK,IDL,,11.0,,2.0,2006–2015
Quinn Pitcock,2007,3,98,IND,IDL,,1.0,,0.0,2006–2015
Glenn Dorsey,2008,1,5,KAN,IDL,0.649,28.0,43.14329738058552,-1.7380952380952408,2006–2015
Sedrick Ellis,2008,1,7,NOR,IDL,,24.0,,-5.738095238095241,2006–2015
Kentwan Balmer,2008,1,29,SFO,IDL,,7.0,,-10.318181818181817,2006–2015
Trevor Laws,2008,2,47,PHI,IDL,,7.0,,-8.583333333333334,2006–2015
Pat Sims,2008,3,77,CIN,IDL,0.6183,15.0,24.2600679281902,3.722222222222221,2006–2015
Andre Fluellen,2008,3,87,DET,IDL,,5.0,,-4.0,2006–2015
Marcus Harrison,2008,3,90,CHI,IDL,,6.0,,-3.0,2006–2015
B.J. Raji,2009,1,9,GNB,IDL,4.5,23.0,5.111111111111111,-6.738095238095241,2006–2015
Peria Jerry,2009,1,24,ATL,IDL,2.07,9.0,4.347826086956522,-8.318181818181817,2006–2015
Ron Brace,2009,2,40,NWE,IDL,,6.0,,-9.583333333333334,2006–2015
Fili Moala,2009,2,56,IND,IDL,,16.0,,4.277777777777779,2006–2015
Sen'Derrick Marks,2009,2,62,TEN,IDL,0.77425,13.0,16.790442363577657,1.2777777777777786,2006–2015
Jarron Gilbert,2009,3,68,CHI,IDL,,0.0,,-11.27777777777778,2006–2015
Terrance Knighton,2009,3,72,JAX,IDL,0.648465,21.0,32.38416876778238,9.72222222222222,2006–2015
Roy Miller,2009,3,81,TAM,IDL,0.63,17.0,26.984126984126984,5.722222222222221,2006–2015
Corvey Irvin,2009,3,93,CAR,IDL,,1.0,,-8.0,2006–2015
Ndamukong Suh,2010,1,2,DET,IDL,12.0,49.0,4.083333333333333,0.0,2006–2015
Gerald McCoy,2010,1,3,TAM,IDL,11.0,32.0,2.909090909090909,-4.0,2006–2015
Tyson Alualu,2010,1,10,JAX,IDL,4.2798,26.0,6.075050235992336,-3.738095238095241,2006–2015
Dan Williams,2010,1,26,ARI,IDL,1.797,18.0,10.01669449081803,0.6818181818181834,2006–2015
Brian Price,2010,2,35,TAM,IDL,1.15125,4.0,3.4744842562432137,-11.583333333333334,2006–2015
Torell Troup,2010,2,41,BUF,IDL,,2.0,,-13.583333333333334,2006–2015
Linval Joseph,2010,2,46,NYG,IDL,1.040125,22.0,21.15130392981613,6.416666666666666,2006–2015
Terrence Cody,2010,2,57,BAL,IDL,,14.0,,2.2777777777777786,2006–2015
D'Anthony Smith,2010,3,74,JAX,IDL,,1.0,,-10.27777777777778,2006–2015
Earl Mitchell,2010,3,81,HOU,IDL,0.644625,12.0,18.61547411285631,0.7222222222222214,2006–2015
Corey Peters,2010,3,83,ATL,IDL,0.6405,25.0,39.032006245121,13.72222222222222,2006–2015
Marcell Dareus,2011,1,3,BUF,IDL,5.69346,40.0,7.025604816754663,4.0,2006–2015
Nick Fairley,2011,1,13,DET,IDL,2.47225,17.0,6.87632723227829,-12.73809523809524,2006–2015
Corey Liuget,2011,1,18,SDG,IDL,2.958549,28.0,9.464098786263133,10.681818181818183,2006–2015
Phil Taylor,2011,1,21,CLE,IDL,2.71405,20.0,7.369060997402406,2.6818181818181834,2006–2015
Muhammad Wilkerson,2011,1,30,NYJ,IDL,2.7688,36.0,13.002022536839062,18.681818181818183,2006–2015
Jarvis Jenkins,2011,2,41,WAS,IDL,1.188396,14.0,11.780584922870828,-1.583333333333334,2006–2015
Marvin Austin,2011,2,52,NYG,IDL,0.94395,2.0,2.1187562900577364,-9.72222222222222,2006–2015
Stephen Paea,2011,2,53,CHI,IDL,0.921476,16.0,17.363447338834654,4.277777777777779,2006–2015
Terrell McClain,2011,3,65,CAR,IDL,0.685826,7.0,10.206670496598262,-4.722222222222221,2006–2015
Jurrell Casey,2011,3,77,TEN,IDL,0.68311,33.0,48.30847154923804,21.72222222222222,2006–2015
Drake Nevis,2011,3,87,IND,IDL,0.647278,4.0,6.179724940442901,-5.0,2006–2015
Kenrick Ellis,2011,3,94,NYJ,IDL,0.655625,10.0,15.252621544327932,1.0,2006–2015
Sione Fua,2011,3,97,CAR,IDL,0.636504,5.0,7.85541017809786,0.5,2006–2015
Dontari Poe,2012,1,11,KAN,IDL,3.493201,38.0,10.878274682733688,8.26190476190476,2006–2015
Fletcher Cox,2012,1,12,PHI,IDL,2.5603,38.0,14.842010701870876,8.26190476190476,2006–2015
Michael Brockers,2012,1,14,STL,IDL,2.3805,28.0,11.762234824616677,1.333333333333332,2006–2015
Derek Wolfe,2012,2,36,DEN,IDL,1.3017,27.0,20.74210647614657,11.416666666666666,2006–2015
Kendall Reyes,2012,2,49,SDG,IDL,1.031999,23.0,22.286843301204748,7.416666666666666,2006–2015
Jerel Worthy,2012,2,51,GNB,IDL,0.987051,3.0,3.0393566289887755,-8.722222222222221,2006–2015
Devon Still,2012,2,53,CIN,IDL,0.942101,3.0,3.184371951627268,-8.722222222222221,2006–2015
Mike Martin,2012,3,82,TEN,IDL,0.68189,6.0,8.799073164293361,-5.277777777777779,2006–2015
John Hughes,2012,3,87,CLE,IDL,0.661035,9.0,13.615012820803738,0.0,2006–2015
Brandon Thompson,2012,3,93,CIN,IDL,0.65905,7.0,10.621348911311737,-2.0,2006–2015
Sheldon Richardson,2013,1,13,NYJ,IDL,3.3622,36.0,10.707274998512878,6.261904761904759,2006–2015
Star Lotulelei,2013,1,14,CAR,IDL,3.2723,28.0,8.556672676710571,1.333333333333332,2006–2015
Sharrif Floyd,2013,1,23,MIN,IDL,2.96664,13.0,4.382061861230214,-4.318181818181817,2006–2015
Sylvester Williams,2013,1,28,DEN,IDL,1.895438,23.0,12.134398487315334,5.681818181818183,2006–2015
Kawann Short,2013,2,44,CAR,IDL,1.157584,28.0,24.1883094444982,12.416666666666666,2006–2015
Johnathan Hankins,2013,2,49,NYG,IDL,1.007675,19.0,18.85528568238768,3.416666666666666,2006–2015
Bennie Logan,2013,3,67,PHI,IDL,0.758108,24.0,31.65775852517056,12.27777777777778,2006–2015
John Jenkins,2013,3,82,NOR,IDL,0.69814,11.0,15.756152061191166,-0.2777777777777785,2006–2015
Jordan Hill,2013,3,87,SEA,IDL,0.691035,6.0,8.682628231565696,-3.0,2006–2015
Brandon Williams,2013,3,94,BAL,IDL,0.67125,25.0,37.243947858473,16.0,2006–2015
Aaron Donald,2014,1,13,STL,IDL,2.534125,59.0,23.28219799733636,29.26190476190476,2006–2015
Dominique Easley,2014,1,29,NWE,IDL,1.825888,6.0,3.2860723111165635,-11.318181818181817,2006–2015
